id_estudiante,edad,genero,horas_estudio_dia,horas_redes_sociales,netflix_hours,trabajo_medio_tiempo,porcentaje_asistencia,horas_sueno,calidad_dieta,frecuencia_ejercicio,nivel_educacion_padres,calidad_internet,nivel_salud_mental,participacion_extracurricular,nota_examen
S1734,18,Femenino,3.4,3.1,1.4,No,100.0,6.8,Mala,4,Bachelor,Buena,5,No,75.2
S1735,19,Masculino,2.9,7.2,2.9,Si,85.5,5.7,Regular,1,Secundaria,Buena,6,No,50.1
S1736,20,Femenino,3.1,0.0,3.3,No,78.6,6.9,Regular,0,Bachelor,Regular,6,No,72.8
S1737,21,Masculino,5.9,4.6,2.6,Si,100.0,6.6,Regular,0,Secundaria,Regular,1,Si,72.7
S1738,21,Other,4.3,2.2,2.3,No,71.8,7.6,Regular,2,Secundaria,Buena,5,Si,76.0
S1739,20,Masculino,3.1,2.8,2.2,No,85.2,7.4,Mala,6,Bachelor,Buena,9,Si,74.1
S1740,23,Femenino,4.5,2.4,1.2,Si,86.8,6.5,Mala,3,,Regular,4,Si,79.0
S1741,22,Femenino,3.0,2.0,1.7,No,98.5,5.4,Mala,1,Bachelor,Buena,3,No,51.3
S1742,18,Femenino,5.3,1.8,3.6,No,88.6,5.7,Regular,4,Bachelor,Regular,1,Si,71.0
S1743,21,Femenino,4.1,2.9,0.8,Si,80.0,5.8,Buena,6,Secundaria,Buena,2,Si,76.4
S1744,19,Femenino,3.3,0.7,3.6,No,75.5,6.1,Mala,3,Secundaria,Buena,3,Si,52.6
S1745,18,Femenino,4.2,3.4,1.4,No,81.6,6.8,Buena,2,Master,Regular,4,No,74.0
S1746,19,Masculino,1.1,2.0,3.3,No,74.9,7.4,Buena,3,Bachelor,Buena,7,No,42.6
S1747,23,Masculino,1.8,1.1,0.3,No,85.5,6.4,Buena,2,Secundaria,Regular,6,No,49.8
S1748,17,Femenino,1.7,2.0,2.4,No,79.4,6.5,Buena,5,Secundaria,Regular,8,No,45.7
S1749,18,Femenino,3.7,4.0,1.0,No,70.1,6.7,Buena,0,Bachelor,Mala,9,Si,77.2
S1750,24,Femenino,6.1,1.9,0.2,No,97.6,5.9,Mala,6,Bachelor,Mala,6,No,98.5
S1751,21,Femenino,6.8,2.9,2.0,No,80.0,5.4,Regular,0,Secundaria,Regular,7,No,96.2
S1752,18,Masculino,4.5,1.6,2.9,Si,72.3,4.4,Buena,3,Secundaria,Buena,4,Si,71.3
S1753,18,Masculino,4.3,3.4,0.9,No,83.3,5.7,Regular,1,Master,Buena,2,No,59.2
S1754,18,Femenino,0.8,3.3,0.2,No,85.7,7.1,Buena,4,Bachelor,Mala,9,No,51.8
S1755,22,Masculino,2.7,4.7,1.7,Si,67.5,5.7,Mala,2,Master,Buena,9,No,59.3
S1756,18,Masculino,2.3,2.3,1.7,No,88.3,6.2,Buena,4,Bachelor,Buena,4,No,58.5
S1757,19,Femenino,2.6,3.3,2.4,No,74.5,7.1,Regular,0,Master,Buena,3,Si,44.5
S1758,17,Masculino,3.2,2.6,2.8,No,100.0,7.1,Regular,1,Secundaria,Buena,10,Si,75.4
S1759,23,Femenino,2.8,4.1,1.7,Si,90.2,5.2,Regular,1,Bachelor,Regular,6,Si,54.9
S1760,20,Masculino,0.5,1.6,3.8,Si,81.0,7.7,Buena,4,,Regular,3,Si,30.2
S1761,18,Femenino,4.6,3.4,2.0,No,77.5,7.9,Buena,0,Bachelor,Buena,1,Si,71.8
S1762,21,Masculino,1.9,2.3,1.4,No,84.0,5.1,Regular,4,Secundaria,Mala,4,No,51.8
S1763,18,Masculino,3.9,2.4,0.0,Si,91.1,5.5,Buena,3,Secundaria,Mala,1,Si,59.5
S1764,21,Masculino,6.6,2.6,1.5,No,84.7,7.9,Regular,1,Master,Mala,2,No,96.6
S1765,19,Masculino,2.1,2.8,1.4,Si,82.8,6.3,Mala,1,Master,Regular,3,No,44.1
S1766,21,Masculino,0.0,2.4,2.9,No,85.6,3.8,Mala,3,,Regular,8,No,30.5
S1767,24,Masculino,3.1,2.8,2.3,No,79.0,4.8,Mala,0,Bachelor,Regular,10,No,63.7
S1768,20,Femenino,5.2,4.4,0.5,No,81.6,6.2,Regular,1,Secundaria,Mala,4,No,74.0
S1769,17,Masculino,6.4,3.7,2.0,No,64.1,5.1,Regular,6,Secundaria,Buena,4,No,98.8
S1770,21,Femenino,1.7,3.5,2.5,No,94.7,6.0,Buena,5,Bachelor,Buena,10,No,53.0
S1771,21,Femenino,4.2,2.0,3.5,No,88.0,6.5,Buena,5,Secundaria,Regular,9,No,84.6
S1772,17,Femenino,2.8,1.4,2.8,No,77.3,8.3,Mala,5,Master,Mala,7,No,73.0
S1773,20,Masculino,3.3,3.6,2.6,No,100.0,6.2,Regular,2,Secundaria,Mala,2,Si,57.1
S1774,18,Femenino,7.5,3.6,1.9,Si,85.9,7.8,Regular,6,Bachelor,Regular,3,No,100.0
S1775,21,Masculino,1.2,4.3,2.2,No,74.6,8.2,Regular,2,Bachelor,Regular,4,No,36.2
S1776,17,Masculino,3.9,1.8,3.2,No,93.6,8.2,Mala,0,Secundaria,Regular,4,No,65.6
S1777,24,Other,4.2,2.2,0.3,Si,89.0,6.8,Mala,3,Secundaria,Buena,10,Si,87.5
S1778,24,Masculino,5.1,0.5,1.4,No,88.9,4.1,Buena,4,Bachelor,Regular,8,No,100.0
S1779,19,Femenino,3.6,2.0,1.0,Si,80.7,7.1,Buena,6,Bachelor,Regular,10,No,85.6
S1780,17,Femenino,4.0,3.7,2.2,No,89.5,7.8,Mala,0,Secundaria,Regular,10,Si,89.4
S1781,19,Femenino,2.9,1.9,3.2,No,82.4,6.4,Regular,4,Bachelor,Buena,6,No,66.9
S1782,24,Femenino,3.9,3.3,1.1,Si,90.6,8.6,Regular,0,,Buena,3,No,56.0
S1783,20,Masculino,3.0,2.3,0.0,No,66.0,7.5,Buena,2,Secundaria,Buena,9,No,77.9
S1784,18,Masculino,4.4,2.9,1.3,No,80.7,7.2,Regular,5,Secundaria,Buena,10,No,91.3
S1785,17,Femenino,2.9,1.1,2.8,No,100.0,7.8,Mala,3,,Regular,8,No,68.4
S1786,23,Masculino,4.1,2.6,2.4,No,77.3,6.9,Buena,2,Bachelor,Regular,9,No,85.3
S1787,24,Masculino,3.5,0.0,2.3,No,79.0,3.5,Regular,3,Bachelor,Buena,5,Si,64.4
S1788,24,Masculino,5.2,2.3,1.5,No,80.5,5.9,Regular,6,Master,Mala,3,No,82.8
S1789,23,Masculino,3.4,0.5,0.4,No,72.9,7.9,Regular,4,Bachelor,Buena,4,No,78.0
S1790,22,Masculino,0.8,3.9,2.4,No,62.9,5.5,Regular,0,Master,Buena,5,No,31.5
S1791,24,Masculino,5.4,3.4,0.9,No,82.7,6.2,Regular,1,Bachelor,Buena,9,No,92.3
S1792,21,Femenino,2.1,3.1,4.2,No,86.4,5.2,Regular,1,Bachelor,Mala,9,Si,50.1
S1793,20,Femenino,2.5,4.3,2.4,No,84.5,8.6,Regular,3,Master,Buena,3,No,49.4
S1794,17,Femenino,2.6,1.4,1.2,No,83.6,8.5,Mala,5,Bachelor,Regular,7,No,80.3
S1795,23,Masculino,5.6,4.6,1.1,No,85.4,5.4,Buena,5,,Mala,6,Si,89.7
S1796,21,Masculino,0.3,3.6,1.7,No,95.2,6.7,Mala,3,Bachelor,Regular,4,Si,33.6
S1797,23,Masculino,8.2,2.2,1.5,No,83.1,5.7,Mala,2,Master,Buena,5,Si,100.0
S1798,17,Femenino,5.1,3.9,3.0,No,79.3,7.2,Buena,1,Bachelor,Regular,10,No,90.6
S1799,19,Femenino,3.8,1.2,2.0,No,82.2,7.1,Buena,2,Bachelor,Regular,2,Si,66.3
S1800,17,Masculino,3.4,1.5,1.0,No,90.8,7.5,Buena,4,Bachelor,Mala,7,Si,86.1
S1801,22,Femenino,3.9,1.8,3.9,No,99.1,6.9,Regular,1,Master,Buena,4,No,65.5
S1802,17,Masculino,4.3,1.9,1.9,No,78.7,10.0,Regular,4,,Buena,2,No,82.9
S1803,17,Femenino,4.5,1.2,2.6,No,86.0,5.3,Buena,0,Bachelor,Buena,6,Si,76.3
S1804,22,Femenino,4.3,4.0,1.1,Si,88.4,4.4,Buena,2,Secundaria,Regular,2,Si,59.0
S1805,20,Femenino,3.6,2.2,2.2,No,75.1,6.0,Regular,3,Bachelor,Regular,10,Si,76.1
S1806,24,Femenino,3.2,2.9,2.1,No,85.2,4.6,Buena,1,Bachelor,Buena,2,Si,40.3
S1807,17,Femenino,3.3,1.8,0.0,No,70.3,4.7,Mala,2,Secundaria,Regular,7,Si,65.2
S1808,22,Masculino,3.2,0.3,4.0,Si,67.3,5.3,Buena,3,Secundaria,Buena,1,No,43.9
S1809,21,Femenino,5.2,2.8,3.2,No,88.7,5.4,Buena,0,Bachelor,Buena,7,Si,89.5
S1810,19,Masculino,4.4,0.2,1.4,No,81.2,5.4,Buena,1,Secundaria,Regular,10,No,80.7
S1811,19,Femenino,0.0,2.4,0.6,Si,87.0,7.1,Buena,4,Secundaria,Regular,5,No,53.0
S1812,17,Femenino,4.5,0.9,2.2,No,84.8,5.9,Buena,0,Bachelor,Buena,1,No,70.6
S1813,20,Femenino,3.8,4.9,1.9,No,75.2,6.3,Mala,5,Secundaria,Regular,6,No,65.5
S1814,20,Masculino,3.5,3.6,2.2,No,84.5,7.6,Regular,3,Secundaria,Regular,7,No,75.1
S1815,21,Femenino,2.9,2.6,2.0,No,72.7,5.6,Mala,1,Master,Buena,1,No,43.5
S1816,17,Femenino,5.2,4.0,2.4,No,98.9,6.2,Regular,1,Secundaria,Regular,9,No,80.6
S1817,19,Femenino,4.9,1.5,3.4,No,71.4,6.9,Buena,6,Secundaria,Buena,7,Si,88.2
S1818,20,Masculino,2.3,3.2,2.4,No,83.0,4.2,Regular,6,Bachelor,Mala,1,Si,48.5
S1819,17,Masculino,4.1,2.7,0.6,No,74.6,3.6,Regular,0,Bachelor,Buena,3,No,67.3
S1820,23,Masculino,2.0,2.8,3.3,No,90.7,6.9,Regular,1,Master,Mala,5,No,50.7
S1821,20,Masculino,1.4,4.0,3.6,No,81.7,7.1,Buena,3,Master,Mala,4,No,35.4
S1822,22,Femenino,2.6,3.4,5.3,No,79.8,9.0,Mala,0,Bachelor,Buena,2,No,49.1
S1823,23,Masculino,4.8,2.8,0.6,No,93.5,6.7,Regular,4,Secundaria,Buena,1,No,85.4
S1824,24,Other,4.9,0.5,2.1,No,85.3,7.5,Mala,0,,Regular,4,No,83.9
S1825,20,Masculino,4.3,1.3,0.0,Si,90.2,6.3,Buena,0,Secundaria,Regular,7,No,90.4
S1826,19,Masculino,4.6,2.4,2.4,No,75.2,6.9,Mala,4,Secundaria,Buena,4,No,87.8
S1827,18,Femenino,4.3,2.6,1.2,No,71.0,8.5,Buena,5,Bachelor,Regular,9,No,87.5
S1828,23,Femenino,2.5,1.1,3.9,No,86.1,4.0,Regular,6,Bachelor,Buena,8,No,58.2
S1829,24,Femenino,4.1,5.4,0.9,No,81.8,7.0,Mala,3,,Buena,8,Si,73.2
S1830,21,Femenino,4.7,4.3,0.0,No,91.3,9.1,Buena,5,Bachelor,Buena,5,No,83.5
S1831,21,Femenino,4.6,3.2,1.3,No,84.2,6.8,Mala,5,Secundaria,Regular,1,Si,77.6
S1832,19,Masculino,5.3,2.6,0.0,Si,87.1,8.5,Regular,5,Secundaria,Regular,9,Si,98.4
S1833,20,Other,4.6,2.2,2.6,No,68.8,5.7,Mala,6,Bachelor,Buena,2,No,78.5
S1834,17,Other,4.0,1.4,0.0,Si,100.0,6.5,Regular,2,Secundaria,Mala,6,Si,81.1
S1835,20,Femenino,5.1,2.6,1.8,No,83.4,6.5,Regular,6,Secundaria,Regular,10,No,100.0
S1836,19,Masculino,3.5,2.8,0.0,No,92.0,3.8,Regular,5,,Mala,5,Si,58.7
S1837,21,Femenino,2.2,1.0,1.4,No,76.6,5.1,Mala,2,Secundaria,Mala,10,No,62.6
S1838,20,Masculino,3.3,2.9,3.6,No,88.1,5.2,Regular,4,Bachelor,Regular,8,Si,60.3
S1839,21,Masculino,2.4,2.3,2.2,No,72.0,7.5,Buena,6,Master,Regular,3,No,63.9
S1840,23,Masculino,2.5,0.2,0.9,Si,89.5,7.5,Buena,3,Secundaria,Buena,6,Si,80.0
S1841,24,Masculino,3.3,1.5,1.8,Si,81.4,6.9,Regular,5,Secundaria,Regular,6,No,62.6
S1842,17,Femenino,2.3,2.0,1.8,No,85.3,7.5,Regular,1,Bachelor,Regular,10,No,71.4
S1843,23,Femenino,3.0,4.8,2.3,Si,92.0,6.3,Regular,4,Master,Mala,3,No,60.6
S1844,21,Femenino,0.7,3.2,0.3,Si,72.7,7.9,Regular,2,Secundaria,Buena,7,Si,47.2
S1845,21,Masculino,3.8,0.9,2.5,No,78.2,6.5,Mala,6,Secundaria,Regular,4,Si,78.1
S1846,18,Masculino,3.5,3.1,0.0,No,89.6,6.6,Regular,3,Bachelor,Buena,5,Si,75.5
S1847,18,Masculino,2.3,0.6,1.1,No,100.0,6.2,Regular,0,Bachelor,Buena,9,No,73.5
S1848,23,Other,4.5,3.8,1.3,No,83.6,7.3,Regular,3,Secundaria,Mala,6,No,74.6
S1849,22,Masculino,4.9,1.9,2.5,No,90.9,6.0,Regular,3,Bachelor,Regular,10,No,98.7
S1850,23,Femenino,1.1,2.4,1.8,No,83.9,7.7,Buena,5,Secundaria,Regular,4,Si,49.2
S1851,18,Femenino,2.4,4.1,0.3,No,100.0,5.1,Mala,5,Bachelor,Buena,8,No,67.4
S1852,21,Masculino,2.3,1.0,0.7,No,67.5,5.2,Buena,6,Bachelor,Buena,9,No,72.5
S1853,19,Femenino,2.1,0.8,2.0,No,85.9,7.3,Buena,6,Master,Buena,10,Si,68.4
S1854,23,Femenino,4.7,1.8,1.7,No,68.7,6.4,Regular,2,Secundaria,Regular,5,No,70.0
S1855,21,Femenino,3.2,3.7,1.2,No,59.9,6.0,Regular,6,Secundaria,Buena,2,No,56.1
S1856,19,Femenino,3.1,0.7,1.3,Si,88.0,7.6,Regular,2,Secundaria,Mala,6,Si,81.5
S1857,19,Masculino,0.5,0.0,2.6,Si,86.4,5.8,Mala,5,Master,Mala,8,Si,45.0
S1858,18,Masculino,4.5,2.0,1.2,Si,82.2,6.3,Regular,5,Secundaria,Buena,5,Si,84.4
S1859,23,Femenino,1.6,3.2,1.7,No,83.9,8.2,Buena,1,Secundaria,Buena,1,No,36.8
S1860,20,Femenino,3.6,3.9,4.2,No,100.0,8.3,Mala,1,Secundaria,Mala,8,Si,65.6
S1861,17,Masculino,3.9,1.9,0.2,No,82.4,8.4,Regular,4,Bachelor,Mala,9,Si,93.5
S1862,18,Femenino,5.5,2.0,0.0,No,90.1,6.2,Buena,5,Secundaria,Mala,1,No,93.7
S1863,18,Femenino,1.5,3.9,2.7,No,78.5,8.0,Buena,0,Secundaria,Mala,8,Si,42.3
S1864,20,Femenino,0.0,0.3,1.1,Si,88.0,5.4,Regular,1,Secundaria,Regular,10,Si,53.3
S1865,17,Masculino,3.8,2.0,1.4,No,82.6,5.4,Buena,2,Master,Buena,2,No,65.9
S1866,21,Femenino,6.2,2.7,0.9,No,80.9,3.7,Regular,3,Bachelor,Buena,4,Si,87.9
S1867,22,Femenino,5.4,3.0,1.5,No,100.0,8.5,Mala,6,Bachelor,Buena,2,No,94.5
S1868,23,Masculino,3.8,1.9,3.6,No,96.8,5.5,Regular,6,Master,Buena,2,No,77.8
S1869,22,Masculino,2.8,2.5,2.7,Si,86.4,6.3,Regular,4,Master,Regular,10,No,74.6
S1870,21,Other,4.7,0.0,2.7,Si,62.0,5.4,Buena,1,Secundaria,Buena,3,No,67.5
S1871,24,Masculino,2.0,1.7,0.2,Si,81.4,7.3,Mala,3,Master,Buena,8,Si,66.5
S1872,18,Femenino,4.2,3.0,0.5,No,100.0,6.0,Regular,3,,Regular,4,No,78.4
S1873,17,Femenino,4.3,1.3,0.0,No,82.7,4.9,Regular,1,Secundaria,Buena,7,No,84.9
S1874,18,Masculino,5.1,2.6,0.9,No,96.0,7.0,Regular,0,Master,Regular,10,No,96.6
S1875,19,Femenino,7.6,3.0,2.9,No,99.4,4.8,Mala,0,Secundaria,Buena,3,No,100.0
S1876,18,Masculino,4.1,2.1,2.4,No,87.2,5.5,Regular,4,Secundaria,Buena,10,No,83.1
S1877,18,Femenino,2.7,2.7,1.6,No,76.6,4.0,Buena,0,Secundaria,Regular,3,No,36.9
S1878,21,Masculino,3.5,1.3,1.8,Si,60.6,4.8,Regular,4,Bachelor,Buena,2,No,60.0
S1879,21,Femenino,0.8,2.3,1.0,No,91.8,6.7,Regular,2,Secundaria,Mala,6,No,44.3
S1880,21,Masculino,2.5,3.2,2.0,No,76.9,4.1,Regular,1,Bachelor,Buena,6,No,41.6
S1881,22,Masculino,2.9,2.7,2.6,Si,86.8,4.7,Regular,3,Master,Regular,1,No,45.5
S1882,19,Other,2.7,1.8,0.0,No,72.5,6.5,Regular,4,Bachelor,Mala,7,No,68.2
S1883,24,Masculino,3.7,2.8,2.1,No,82.3,5.8,Buena,6,Secundaria,Regular,4,No,75.5
S1884,24,Femenino,2.3,3.4,2.8,No,85.3,8.9,Buena,0,Master,Buena,3,No,40.9
S1885,21,Masculino,5.2,0.0,1.3,No,87.7,8.7,Regular,6,Secundaria,Mala,8,No,100.0
S1886,17,Femenino,3.5,3.9,2.6,No,73.9,5.5,Regular,4,Secundaria,Buena,2,Si,65.6
S1887,22,Masculino,3.5,2.1,4.9,No,97.0,7.2,Buena,5,,Mala,9,No,75.9
S1888,20,Other,3.0,3.0,1.7,Si,79.0,7.4,Regular,4,Bachelor,Buena,8,Si,69.8
S1889,17,Masculino,3.7,3.9,2.2,Si,68.3,5.8,Regular,0,Secundaria,Buena,8,No,66.6
S1890,23,Masculino,4.7,0.9,1.0,Si,83.9,4.7,Regular,5,Secundaria,Regular,3,No,84.5
S1891,23,Masculino,2.2,1.6,2.0,Si,85.3,6.5,Buena,5,Secundaria,Regular,4,Si,65.6
S1892,17,Masculino,2.5,2.2,2.3,No,86.6,6.3,Regular,0,Secundaria,Buena,2,No,46.8
S1893,21,Femenino,3.0,1.6,2.0,No,98.6,6.0,Buena,5,Bachelor,Buena,2,No,67.7
S1894,20,Masculino,1.5,4.6,0.7,Si,82.6,7.0,Buena,1,Bachelor,Buena,4,Si,45.4
S1895,20,Femenino,2.3,1.5,2.0,No,83.8,5.6,Regular,3,Bachelor,Regular,6,No,57.0
S1896,22,Masculino,2.8,1.8,3.4,Si,74.0,5.1,Buena,6,Secundaria,Regular,5,No,58.4
S1897,20,Masculino,4.8,2.7,2.3,No,93.2,6.6,Buena,1,Secundaria,Buena,1,Si,70.8
S1898,23,Femenino,3.9,1.1,2.9,No,86.8,7.0,Regular,1,Master,Regular,10,No,75.7
S1899,19,Femenino,3.8,2.0,1.5,No,80.8,5.1,Mala,0,,Regular,1,No,55.7
S1900,21,Masculino,4.8,2.9,2.6,No,66.0,7.6,Mala,0,Master,Regular,6,Si,82.1
S1901,20,Masculino,3.3,2.1,2.1,No,99.4,4.4,Regular,6,Secundaria,Buena,3,Si,71.4
S1902,22,Masculino,4.1,2.4,0.8,No,72.7,5.8,Regular,3,Master,Buena,3,No,66.7
S1903,23,Femenino,3.3,1.9,2.2,No,79.1,6.2,Regular,4,Secundaria,Regular,7,No,70.9
S1904,19,Femenino,3.9,0.7,0.7,Si,88.6,5.7,Mala,1,Secundaria,Mala,1,Si,73.0
S1905,18,Masculino,2.6,2.9,1.1,Si,73.0,5.8,Buena,5,Bachelor,Mala,1,Si,53.9
S1906,18,Femenino,0.0,4.6,2.0,Si,70.1,8.7,Regular,3,Bachelor,Regular,10,No,43.4
S1907,19,Femenino,3.3,2.5,2.1,No,63.8,5.5,Regular,1,Secundaria,Regular,3,No,55.4
S1908,23,Femenino,5.6,2.8,0.5,Si,92.2,9.4,Regular,4,Bachelor,Buena,8,No,100.0
S1909,22,Femenino,4.9,3.3,3.0,No,79.5,7.0,Regular,5,Bachelor,Regular,1,No,71.8
S1910,19,Masculino,4.9,1.0,2.4,No,100.0,6.6,Regular,1,,Regular,10,No,89.2
S1911,21,Masculino,5.4,4.5,1.0,No,75.1,7.1,Regular,2,,Buena,4,No,83.9
S1912,21,Masculino,3.6,2.7,0.1,No,75.8,9.5,Mala,6,Secundaria,Regular,9,No,89.1
S1913,18,Masculino,3.8,4.5,1.6,Si,79.3,5.3,Buena,3,Secundaria,Buena,4,No,53.5
S1914,20,Femenino,2.6,1.6,1.3,Si,87.4,5.2,Buena,6,Bachelor,Mala,10,No,72.9
S1915,22,Femenino,3.0,4.7,1.9,No,80.3,5.6,Regular,0,Secundaria,Regular,8,No,61.0
S1916,18,Masculino,4.4,3.4,1.4,No,91.1,6.5,Buena,1,Secundaria,Buena,7,No,69.1
S1917,20,Masculino,5.3,3.2,0.0,No,75.2,4.4,Buena,5,Secundaria,Buena,3,No,77.2
S1918,20,Masculino,3.3,2.8,1.4,Si,71.2,6.5,Mala,5,Bachelor,Regular,7,No,71.9
S1919,24,Femenino,2.8,2.2,1.5,No,67.0,8.5,Buena,3,Secundaria,Buena,7,Si,74.7
S1920,21,Masculino,3.5,3.9,2.5,Si,62.8,6.7,Buena,3,,Buena,10,No,74.5
S1921,23,Femenino,4.4,2.7,1.0,No,79.8,6.1,Regular,6,,Regular,3,No,85.4
S1922,17,Masculino,1.3,0.1,3.6,No,82.0,5.8,Mala,5,Master,Regular,2,Si,44.3
S1923,23,Masculino,0.1,1.2,0.0,No,78.7,7.6,Mala,5,Secundaria,Buena,9,No,53.4
S1924,17,Other,2.7,2.3,3.2,Si,97.4,5.5,Mala,5,Bachelor,Regular,1,Si,57.4
S1925,19,Other,1.7,2.9,1.6,Si,97.3,8.7,Buena,1,,Buena,7,No,53.6
S1926,21,Masculino,2.7,2.4,2.7,No,81.7,8.8,Regular,5,Secundaria,Buena,4,Si,58.8
S1927,20,Femenino,3.3,4.0,1.9,No,67.1,6.8,Buena,0,Bachelor,Buena,2,No,43.5
S1928,22,Femenino,2.8,0.2,3.1,No,79.3,6.5,Buena,5,Secundaria,Regular,2,No,65.6
S1929,17,Femenino,5.7,2.7,1.4,No,79.0,7.7,Buena,0,Master,Regular,8,Si,89.8
S1930,23,Masculino,4.0,0.3,0.6,No,78.4,7.8,Buena,1,Master,Buena,7,No,89.5
S1931,20,Femenino,4.0,3.4,3.4,Si,78.0,5.5,Mala,3,Bachelor,Regular,7,Si,68.8
S1932,17,Femenino,4.4,2.4,1.7,No,78.5,5.9,Regular,0,Bachelor,Regular,5,No,76.8
S1933,17,Femenino,1.8,3.0,2.0,No,81.1,4.9,Buena,1,Secundaria,Regular,10,No,47.5
S1934,24,Masculino,5.1,1.5,3.2,No,78.6,7.0,Mala,5,Secundaria,Mala,8,Si,89.3
S1935,17,Masculino,3.4,4.0,0.7,Si,87.1,7.3,Mala,1,Master,Buena,2,No,62.0
S1936,22,Masculino,4.5,3.8,2.5,No,88.6,4.9,Buena,5,Bachelor,Regular,2,Si,66.1
S1937,21,Femenino,1.9,3.2,1.2,No,75.9,6.0,Buena,6,Bachelor,Buena,5,No,41.7
S1938,22,Masculino,1.2,2.3,1.7,No,97.7,4.9,Regular,1,Secundaria,Mala,1,No,28.0
S1939,18,Femenino,4.7,3.2,1.9,No,75.2,5.4,Buena,3,,Buena,6,No,71.0
S1940,20,Other,4.1,1.7,0.1,Si,68.8,7.2,Buena,0,Master,Regular,4,No,67.5
S1941,21,Masculino,2.1,3.5,0.9,No,88.8,5.6,Regular,6,Secundaria,Buena,6,No,63.4
S1942,24,Femenino,2.2,4.5,3.3,No,76.8,6.1,Mala,3,Secundaria,Buena,7,No,50.2
S1943,21,Masculino,5.2,3.8,2.8,No,88.2,4.5,Buena,2,Secundaria,Mala,3,No,72.0
S1944,21,Femenino,1.7,1.6,1.7,No,61.0,6.7,Regular,5,Bachelor,Buena,8,Si,67.9
S1945,23,Masculino,6.0,2.9,2.1,Si,98.9,6.4,Mala,0,,Regular,7,No,100.0
S1946,21,Femenino,2.1,0.9,1.5,No,91.7,5.6,Regular,3,Bachelor,Buena,1,Si,55.0
S1947,24,Femenino,4.5,3.2,3.3,Si,70.0,6.3,Buena,0,Secundaria,Buena,6,Si,59.9
S1948,22,Femenino,3.0,3.0,1.6,No,70.2,6.7,Regular,2,Master,Buena,7,No,63.2
S1949,21,Femenino,4.4,0.3,2.1,No,100.0,5.5,Regular,4,Bachelor,Buena,4,No,84.5
S1950,19,Femenino,2.7,1.1,3.1,No,77.6,4.7,Regular,5,Secundaria,Regular,2,No,50.8
S1951,20,Femenino,3.3,2.2,0.9,No,76.7,8.7,Buena,5,Bachelor,Mala,10,No,94.0
S1952,21,Femenino,3.6,2.1,3.5,Si,62.3,5.7,Mala,1,Secundaria,Regular,9,No,65.6
S1953,20,Femenino,2.0,1.0,0.1,No,81.5,6.4,Regular,5,Secundaria,Regular,7,No,61.7
S1954,19,Masculino,4.6,3.0,3.6,No,82.7,7.7,Buena,5,Master,Buena,1,Si,66.0
S1955,19,Femenino,2.7,2.8,1.4,Si,92.2,10.0,Mala,3,Secundaria,Regular,8,No,86.9
S1956,20,Femenino,3.2,2.3,1.5,No,71.0,5.0,Buena,6,Secundaria,Buena,3,No,59.6
S1957,17,Femenino,2.0,1.6,0.0,No,69.8,7.0,Buena,5,Secundaria,Regular,4,No,49.1
S1958,18,Masculino,0.0,3.8,1.3,Si,89.5,5.7,Buena,5,Secundaria,Regular,5,No,31.1
S1959,23,Femenino,3.2,4.5,0.7,No,95.1,5.9,Regular,2,Master,Buena,1,No,45.7
S1960,17,Masculino,7.1,1.9,1.1,Si,69.3,5.6,Buena,6,Secundaria,Regular,6,No,100.0
S1961,17,Femenino,4.7,1.8,1.6,No,95.8,5.1,Buena,2,Master,Buena,10,No,81.1
S1962,22,Masculino,3.5,3.1,2.9,Si,85.4,6.5,Buena,0,Master,Regular,6,No,55.1
S1963,23,Femenino,3.1,2.1,2.0,No,95.9,4.7,Mala,0,Secundaria,Buena,2,No,53.3
S1964,23,Other,3.5,2.3,2.1,No,84.3,7.6,Buena,5,Secundaria,Mala,10,Si,89.1
S1965,17,Masculino,4.3,3.4,0.6,No,59.8,6.6,Regular,5,Master,Regular,6,Si,77.3
S1966,21,Other,1.7,0.2,0.8,No,83.5,7.0,Mala,1,Secundaria,Buena,8,Si,56.4
S1967,22,Masculino,5.2,4.1,3.8,No,95.6,5.9,Regular,0,,Buena,6,No,76.1
S1968,22,Femenino,4.6,2.6,1.0,No,76.1,6.1,Buena,3,Secundaria,Regular,4,No,74.6
S1969,19,Femenino,4.6,2.0,3.6,Si,81.1,6.8,Regular,5,Bachelor,Regular,4,No,83.0
S1970,24,Femenino,4.2,2.4,1.5,No,83.2,5.1,Regular,3,Bachelor,Regular,9,Si,85.9
S1971,23,Femenino,3.5,2.5,1.8,No,56.0,6.1,Buena,5,Secundaria,Regular,6,No,64.5
S1972,17,Femenino,4.5,0.4,3.0,No,100.0,5.5,Regular,3,Secundaria,Buena,8,No,91.9
S1973,19,Masculino,4.4,4.3,3.2,No,76.0,5.4,Buena,4,Master,Buena,8,No,74.6
S1974,20,Masculino,3.0,2.5,1.7,No,90.1,4.0,Regular,3,Bachelor,Mala,7,No,70.9
S1975,18,Femenino,2.6,3.0,1.4,No,84.1,8.1,Regular,6,Bachelor,Regular,3,No,66.7
S1976,24,Femenino,3.7,3.6,1.7,No,97.6,5.7,Buena,0,Bachelor,Buena,10,Si,77.4
S1977,24,Femenino,5.8,1.3,2.2,Si,89.1,7.9,Buena,5,Secundaria,Regular,1,Si,99.0
S1978,24,Femenino,1.6,3.1,2.8,No,82.7,7.8,Regular,0,Bachelor,Buena,5,Si,43.5
